# US COVID-19 Data
time,"temperature hive (topboard)","temperature outside","humidity hive (topboard)","humidity outside","bee heating/cooling","bee humidity management"
"2021-12-24 15:37:52",7.85,4.6,85.95,87.35,3.25,-1.39999999999999
"2021-12-24 15:38:03",7.80909090909091,4.5,85.9,88.1818181818182,3.30909090909091,-2.2818181818182
"2021-12-24 15:39:03",7.81666666666667,4.35,85.9,89.25,3.46666666666667,-3.35000000000001
"2021-12-24 15:40:04",7.8,4.2,85.9,89.9272727272727,3.6,-4.02727272727275
"2021-12-24 15:41:00",7.8,4.05833333333333,85.9916666666667,90.3666666666667,3.74166666666666,-4.37499999999999
"2021-12-24 15:42:01",7.81818181818182,3.90909090909091,86.0,91.1272727272727,3.90909090909091,-5.12727272727273
"2021-12-24 15:43:02",7.80909090909091,3.80909090909091,86.0181818181818,91.5363636363637,4.0,-5.51818181818184
"2021-12-24 15:44:03",7.83636363636364,3.72727272727273,86.0545454545455,91.5545454545455,4.10909090909091,-5.5
"2021-12-24 15:45:03",7.8,3.69166666666667,86.0833333333333,91.8,4.10833333333333,-5.71666666666667
"2021-12-24 15:46:04",7.8,3.62727272727273,86.0090909090909,91.7545454545455,4.17272727272727,-5.74545454545456
"2021-12-24 15:47:00",7.80833333333333,3.59166666666667,86.025,91.6416666666667,4.21666666666667,-5.61666666666667
"2021-12-24 15:48:01",7.80833333333333,3.54166666666667,85.975,92.0333333333333,4.26666666666667,-6.05833333333337
"2021-12-24 15:49:02",7.8,3.5,85.925,92.3416666666667,4.3,-6.41666666666666
"2021-12-24 15:50:02",7.8,3.5,85.725,92.1,4.3,-6.37500000000001
"2021-12-24 15:51:03",7.8,3.45833333333333,85.575,91.9416666666667,4.34166666666667,-6.36666666666666
"2021-12-24 15:52:04",7.8,3.4,85.6454545454546,92.0454545454545,4.4,-6.39999999999998
"2021-12-24 15:53:00",7.80833333333333,3.35,85.7416666666667,92.2833333333333,4.45833333333333,-6.54166666666664
"2021-12-24 15:54:01",7.8,3.3,85.4666666666667,92.425,4.5,-6.95833333333334
"2021-12-24 15:55:01",7.80833333333333,3.24166666666667,85.3166666666666,92.4166666666667,4.56666666666667,-7.10000000000002
"2021-12-24 15:56:02",7.80833333333333,3.2,85.4,92.75,4.60833333333333,-7.34999999999999
"2021-12-24 15:57:03",7.8,3.2,85.5083333333333,93.2,4.6,-7.69166666666666
"2021-12-24 15:58:04",7.83636363636364,3.2,85.6,93.2090909090909,4.63636363636364,-7.60909090909092
"2021-12-24 15:59:00",7.8,3.13333333333333,85.5666666666667,93.1,4.66666666666666,-7.53333333333333
"2021-12-24 16:00:00",7.83333333333333,3.1,85.5083333333333,93.1,4.73333333333333,-7.59166666666668
"2021-12-24 16:01:01",7.83333333333333,3.08333333333333,85.55,93.175,4.75,-7.625
"2021-12-24 16:02:02",7.81666666666667,3.0,85.5833333333334,93.3583333333333,4.81666666666667,-7.77499999999998
"2021-12-24 16:03:03",7.83333333333333,3.0,85.65,93.5833333333333,4.83333333333333,-7.93333333333331
"2021-12-24 16:04:04",7.8,3.00833333333333,85.375,93.9,4.79166666666666,-8.52499999999998
"2021-12-24 16:05:04",7.80909090909091,3.01818181818182,85.2181818181818,94.0909090909091,4.79090909090909,-8.87272727272729
"2021-12-24 16:06:00",7.80833333333333,3.06666666666667,85.3666666666667,94.0833333333333,4.74166666666667,-8.71666666666667
"2021-12-24 16:07:01",7.8,3.1,85.4363636363636,94.1272727272727,4.7,-8.6909090909091
"2021-12-24 16:08:02",7.8,3.1,85.5333333333333,94.0583333333333,4.7,-8.52499999999999
"2021-12-24 16:09:03",7.8,3.1,85.6583333333333,93.9666666666667,4.7,-8.30833333333331
"2021-12-24 16:10:03",7.80833333333333,3.1,85.6333333333333,93.75,4.70833333333333,-8.11666666666666
"2021-12-24 16:11:04",7.8,3.04545454545455,85.3,93.3727272727273,4.75454545454545,-8.07272727272726
"2021-12-24 16:12:00",7.8,3.0,84.9666666666667,93.25,4.8,-8.28333333333335
"2021-12-24 16:13:01",7.8,2.90833333333333,84.7833333333333,93.275,4.89166666666667,-8.49166666666666
"2021-12-24 16:14:02",7.8,2.9,84.8583333333333,93.6833333333334,4.9,-8.82500000000003
"2021-12-24 16:15:02",7.8,2.9,84.9583333333333,93.95,4.9,-8.99166666666667
"2021-12-24 16:16:03",7.8,2.9,85.0181818181818,93.8636363636363,4.9,-8.84545454545453
"2021-12-24 16:17:04",7.8,2.9,85.0454545454546,93.8909090909091,4.9,-8.8454545454545
"2021-12-24 16:18:00",7.8,2.875,85.175,94.0666666666667,4.925,-8.89166666666667
"2021-12-24 16:19:01",7.8,2.9,85.3416666666667,94.2,4.9,-8.85833333333338
"2021-12-24 16:20:01",7.8,2.89166666666667,85.425,94.3333333333333,4.90833333333333,-8.90833333333333
"2021-12-24 16:21:02",7.8,2.85833333333333,85.35,94.3083333333333,4.94166666666666,-8.95833333333334
"2021-12-24 16:22:03",7.8,2.84166666666667,85.5416666666667,94.0666666666667,4.95833333333333,-8.52499999999999
"2021-12-24 16:23:04",7.8,2.80833333333333,85.6833333333333,94.1666666666667,4.99166666666666,-8.48333333333335
"2021-12-24 16:24:05",7.8,2.8,85.8,94.1909090909091,5.0,-8.39090909090912
"2021-12-24 16:25:00",7.8,2.8,85.8083333333333,94.025,5.0,-8.21666666666667
"2021-12-24 16:26:01",7.8,2.79166666666667,85.4833333333333,94.1833333333333,5.00833333333333,-8.7
"2021-12-24 16:27:02",7.8,2.775,85.525,94.2666666666667,5.025,-8.74166666666663
"2021-12-24 16:28:03",7.8,2.7,85.6416666666667,94.2666666666667,5.1,-8.62499999999997
"2021-12-24 16:29:04",7.8,2.7,85.6666666666667,94.1333333333333,5.1,-8.46666666666667
"2021-12-24 16:30:04",7.8,2.7,85.5909090909091,94.2,5.1,-8.60909090909092
"2021-12-24 16:31:00",7.8,2.69166666666667,85.4666666666667,94.275,5.10833333333333,-8.80833333333332
"2021-12-24 16:32:01",7.8,2.69166666666667,85.0666666666667,94.3916666666667,5.10833333333333,-9.325
"2021-12-24 16:33:02",7.8,2.68333333333333,84.95,94.4416666666667,5.11666666666666,-9.49166666666666
"2021-12-24 16:34:08",7.8,2.64545454545455,84.7454545454546,94.2454545454546,5.15454545454545,-9.5
"2021-12-24 16:35:03",7.8,2.60833333333333,84.55,94.1416666666667,5.19166666666666,-9.59166666666667
"2021-12-24 16:36:04",7.8,2.6,84.3818181818182,93.9363636363636,5.2,-9.55454545454546
"2021-12-24 16:37:00",7.8,2.55,84.4833333333333,93.9833333333333,5.25,-9.5
"2021-12-24 16:38:01",7.8,2.5,84.55,94.1666666666667,5.3,-9.61666666666667
"2021-12-24 16:39:01",7.8,2.45833333333333,84.7,94.2416666666667,5.34166666666667,-9.54166666666667
"2021-12-24 16:40:02",7.8,2.43333333333333,84.7833333333333,94.4,5.36666666666667,-9.61666666666667
"2021-12-24 16:41:03",7.8,2.4,84.8833333333333,94.5,5.4,-9.61666666666667
"2021-12-24 16:42:04",7.8,2.4,84.87,94.64,5.4,-9.77000000000004
"2021-12-24 16:43:00",7.8,2.4,84.8416666666667,94.6333333333333,5.4,-9.79166666666669
"2021-12-24 16:44:00",7.8,2.4,84.8916666666667,94.8,5.4,-9.90833333333333
"2021-12-24 16:45:01",7.8,2.4,84.825,94.7833333333333,5.4,-9.95833333333331
"2021-12-24 16:46:02",7.8,2.4,84.4666666666667,94.6583333333333,5.4,-10.1916666666667
"2021-12-24 16:47:03",7.8,2.375,84.4916666666667,94.6,5.425,-10.1083333333334
"2021-12-24 16:48:04",7.8,2.33333333333333,84.55,94.4166666666667,5.46666666666667,-9.86666666666666
"2021-12-24 16:49:04",7.8,2.31818181818182,84.7363636363636,94.4818181818182,5.48181818181818,-9.74545454545455
"2021-12-24 16:50:00",7.8,2.3,84.8,94.6666666666667,5.5,-9.8666666666667
"2021-12-24 16:51:01",7.8,2.28333333333333,84.825,94.6833333333333,5.51666666666666,-9.85833333333336
"2021-12-24 16:52:02",7.79166666666667,2.23333333333333,84.7833333333333,94.35,5.55833333333333,-9.56666666666669
"2021-12-24 16:53:03",7.79166666666667,2.2,84.9083333333333,94.4833333333333,5.59166666666667,-9.575
"2021-12-24 16:54:03",7.8,2.2,85.0727272727273,94.7454545454545,5.6,-9.67272727272724
"2021-12-24 16:55:04",7.79090909090909,2.13636363636364,85.0545454545455,94.6454545454545,5.65454545454545,-9.59090909090908
